id,direccion,esquina,colonia,alcaldia,boton,altavoz,tipo_de_poste,estatus_conectividad,latitud,longitud,geopoint
6383,C. ORIENTE 91,C. NORTE 92,NUEVA TENOCHTITLAN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.456591,-99.100848,"19.456591,-99.100848"
6384,EJE 3 ORIENTE AV. ING. EDUARDO MOLINA,C. ORIENTE 85,NUEVA TENOCHTITLAN,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.454969,-99.107631,"19.454969,-99.107631"
6385,EJE 4 NORTE,C. NORTE 86,GERTRUDIS SANCHEZ 2a. SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.468657,-99.098474,"19.468657,-99.098474"
6386,AVENIDA FRAY SERVANDO T. DE MIER,RET. 31 FRAY SERVANDO T. DE MIER,JARDIN BALBUENA,VENUSTIANO CARRANZA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.416673,-99.099824,"19.416673,-99.099824"
6387,C. CECILIO ROBELO,C. M. RIVERA CAMBAS,JARDIN BALBUENA,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.422371,-99.107695,"19.422371,-99.107695"
6388,AVENIDA LEON DE LOS ALDAMAS,C. SALAGUA,SAN FELIPE DE JESUS,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.499828,-99.075211,"19.499828,-99.075211"
6389,C. TEOLOYUCAN,C. ATIZAPAN DE ZARAGOZA,SAN FELIPE DE JESUS,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.498304,-99.068701,"19.498304,-99.068701"
6390,AVENIDA FRANCISCO MORAZAN,C. ESTADO DE DURANGO,U. H. SN JUAN DE ARAGON 7A SEC.,GUSTAVO A. MADERO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.478989,-99.074524,"19.478989,-99.074524"
6391,C. IZCOATL,C. MOCTEZUMA,LA PASTORA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.523492,-99.139325,"19.523492,-99.139325"
6392,C. EDO. DE GUANAJUATO,C. EDO MORELOS,PROVIDENCIA,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.482669,-99.06818,"19.482669,-99.06818"
6393,C. ELECTRICISTAS,C. ROTOGRABADO,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.44546,-99.109787,"19.44546,-99.109787"
6394,AVENIDA 506,AVENIDA 551,U.H SAN JUAN DE ARAGON 2DA SECC.,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.454692,-99.085384,"19.454692,-99.085384"
6395,AVENIDA 541,AVENIDA 504,SAN JUAN DE ARAGON 2DA SECC,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.451581,-99.088993,"19.451581,-99.088993"
6396,C. TLACOS,AVENIDA EMILIANO ZAPATA,EX ESCUELA DE TIRO,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.456619,-99.098895,"19.456619,-99.098895"
6397,C. BRAVO,C. HEROE DE NACOZARI,ZONA CENTRO,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.43618,-99.122127,"19.43618,-99.122127"
6398,C. ORIENTE 83,C. NORTE 80 A,MALINCHE,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.453912,-99.106658,"19.453912,-99.106658"
6399,C. ESTERLINAS,C. NORTE 72,PENSADOR MEXICANO,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.445301,-99.086494,"19.445301,-99.086494"
6400,C. SABINOS,CDA. SABINOS,SANTA ANITA,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.404017,-99.123229,"19.404017,-99.123229"
6401,C. BREA,C. AÑIL,GRANJAS MEXICO PONIENTE,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.404482,-99.110182,"19.404482,-99.110182"
6402,C. ORIENTE 112,C. SUR 127,GABRIAEL RAMOS MILLAN,IZTACALCO,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.390518,-99.10255,"19.390518,-99.10255"
6403,C. SAN ANTONIO,C. MOCTEZUMA,SANTA LUCIA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35872,-99.2483,"19.35872,-99.2483"
6404,C. SUR 28,C. ORIENTE 259,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.384286,-99.063508,"19.384286,-99.063508"
6405,VIADUCTO RIO DE LA PIEDAD,INTERIOR DEL DEPORTIVO (PUERTA 7),GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.405024,-99.08352,"19.405024,-99.08352"
6406,AV. CENTENARIO,AV. CARLOS LAZO (C. ALBORADA),BOSQUES DE TARANGO,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.346158,-99.254213,"19.346158,-99.254213"
6407,CALZ. DE LAS AGUILAS,4ta. CDA. DE LAS AGUILAS,AGUILA REAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.353844,-99.215943,"19.353844,-99.215943"
6408,CDA. CIRCUITO SANTA FE,C. CIRCUITO SANTA FE,BUENAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,REPORTE DE FALLA,19.326624,-99.025816,"19.326624,-99.025816"
6409,EJE 5 NORTE DEPORTIVO REYNOSA,INTERIOR ALAMEDA NORTE ENTRE SAN PABLO XALPA Y AVENIDA DE LAS GRANJAS,PUEBLO SANTA BARBARA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.500976,-99.178232,"19.500976,-99.178232"
6410,AV. 22 DE FEBRERO,AV. JERUSALEM,DEL MAESTRO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.483056,-99.182992,"19.483056,-99.182992"
6411,AV. CUITLAHUAC,C. CEYLAN,COSMOPOLITA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.472945,-99.161472,"19.472945,-99.161472"
6412,C. IBIZA,AV. CEYLAN,COSMOPOLITA,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.473844,-99.161746,"19.473844,-99.161746"
6413,C. 5 DE MAYO,C. ALLENDE,PUEBLO SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.354361,-99.003151,"19.354361,-99.003151"
6414,PRIV. DE LOS ANGELES,CDA. SOFIA EUGENIA,PUEBLO SANTA BARBARA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.497414,-99.182572,"19.497414,-99.182572"
6415,C. REPUBLICA DE ECUADOR,REPUBLICA DE BRASIL,CENTRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.442477,-99.133031,"19.442477,-99.133031"
6416,MANUEL PEÑA Y PEÑA,ENTRE AZTECAS Y FLORIDA,CENTRO,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.440701,-99.128403,"19.440701,-99.128403"
6417,FINISACHI,AND. ( SIN NOMBRE) ENTRE C. DIAGONAL JARDIN DE LOS OLIVOS Y C. PIÑUELA,U. H. CANANEA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.292072,-99.07009,"19.292072,-99.07009"
6418,C. LAGO ERNE,C. LAGO NESS,PENSIL,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.450883,-99.194245,"19.450883,-99.194245"
6419,C. FERNANDO DE ALVA IXTLILXOCHITL,ENTRE CALZ. SAN ANTONIO ABAD Y C. 5 DE FEBRERO,OBRERA,CUAUHTEMOC,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.419296,-99.134221,"19.419296,-99.134221"
6420,CALZADA LEGARIA,C. PRESA SOLIS,IRRIGACION,MIGUEL HIDALGO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.443742,-99.212675,"19.443742,-99.212675"
6421,C. SANTA CRUZ,C. ARENAL,SAN MIGUEL TOPILEJO,TLALPAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.192668,-99.14489,"19.192668,-99.14489"
6422,C. CAMPO MOLUCO,C. CAMPO SARLAT,FRACC. SAN ANTONIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.482192,-99.203624,"19.482192,-99.203624"
6423,RT. 6 FRAY SERVANDO TERESA DE MIER,RT. 10 FRAY SERVANDO TERESA DE MIER,JARDIN BALBUENA,VENUSTIANO CARRANZA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.419264,-99.105021,"19.419264,-99.105021"
6424,C. GRAL GERTRUDIS SANCHEZ,C. FRANCISCO MURGUIA,PUEBLO SAN JUAN TLIHUACA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.489512,-99.202122,"19.489512,-99.202122"
6425,CAMINO VIEJO A SAN LORENZO,ENTRE CDA. SAN LORENZO Y C. LA HERRADURA,PUEBLO SANTA MARIA NATIVITAS,XOCHIMILCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.242185,-99.094774,"19.242185,-99.094774"
6426,ANTIGUO CAMINO XOCHIMILCO-TULYEHUALCO,C. HORTICULTOR,PUEBLO SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.257687,-99.035509,"19.257687,-99.035509"
6427,C. CERRO ZACAYUCA,CALZ. TAXQUEÑA,CAMPESTRE CHURUBUSCO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.341076,-99.139053,"19.341076,-99.139053"
6428,C. ROSARIO CASTELLANOS,ENTRE FRANCISCA GARCIA BATLE Y DOLORES GUERRERO,CTM CULHUACAN SECC. VIII,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.317892,-99.103638,"19.317892,-99.103638"
6429,C. COYAMEL,C. TLAMATECA,PEDREGAL DE SANTO DOMINGO,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.335234,-99.170967,"19.335234,-99.170967"
6430,AND. VICENTE GUERRERO,AND. 18 MANUELA SAENZ,U. H. OBRERO CTM SECC. CULHUACAN,COYOACAN,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.324778,-99.115781,"19.324778,-99.115781"
6431,C. SOSTENES ROCHA,C. SUR 124,COVE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.40101,-99.199949,"19.40101,-99.199949"
6432,C. HERMENEGILDO GALEANA,AV. GUSTAVO DIAZ ORDAZ,JALALPA TEPITO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.379031,-99.229625,"19.379031,-99.229625"
6433,CARR. A SANTA ROSA,ENTRE C. LA ESCONDIDA Y C. STA. ROSA,PUEBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.332297,-99.286867,"19.332297,-99.286867"
6434,C. JACARANDAS,C. CLAVELES,TLAPECHICO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.378999,-99.240292,"19.378999,-99.240292"
6435,C. GENERAL ANAYA,AV. CENTENARIO,MERCED GOMEZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365982,-99.197732,"19.365982,-99.197732"
6436,C. ARAUCARIA,C. OYAMEL,GARCIMARRERO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365535,-99.236443,"19.365535,-99.236443"
6437,AV. JALALPA SUR,C. PTE. FORTIN,JALALPA EL GRANDE 1er. REACOMODO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.371846,-99.238502,"19.371846,-99.238502"
6438,C .PARALELA 7,C. PLOMO,LOMAS DE SANTO DOMINGO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.39364,-99.202903,"19.39364,-99.202903"
6439,AV. CENTENARIO,ENTRE C. CHIAPAS Y AND. QUERETARO,REACOMODO GOMEZ,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.358685,-99.233132,"19.358685,-99.233132"
6440,C. A. RUIZ CORTINES,ENTRE C. ADOLFO LOPEZ MATEOS Y C. ADOLFO DE LA  HUERTA,PRESIDENTES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.377612,-99.221453,"19.377612,-99.221453"
6441,EJE 10 SUR RIO DE LA MAGDALENA,C. MELCHOR OCAMPO,TIZAPAN,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.335732,-99.201539,"19.335732,-99.201539"
6442,C. ROSA ROJA,C. ROSA DE CASTILLA,MOLINO DE ROSAS (ALFONSO XIII),ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.374449,-99.19981,"19.374449,-99.19981"
6443,C. MAR,CALZ. LAS AGUILAS,AMPLIACION LOS ALPES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.358223,-99.212125,"19.358223,-99.212125"
6444,AV. REVOLUCION,ANTIGUO CAMINO AL DESIERTO DELOS LEONES,TLACOPAC,ALVARO OBREGON,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348441,-99.190653,"19.348441,-99.190653"
6445,AV. 29 DE OCTUBRE,C. DEL TRABAJO,LOMAS DE LA HERA (LA ERA),ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.324658,-99.260443,"19.324658,-99.260443"
6446,AV. DE LOS FRESNOS,CDA. VIOLETA (ENTRE CDA. FRESNO Y CDA. VIOLETA ),AMPL. TORRES DEL POTRERO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.329731,-99.242421,"19.329731,-99.242421"
6447,C. ZACUA,C. ALBATROS,AVE REAL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.361605,-99.238565,"19.361605,-99.238565"
6448,C. BAJA CALIFORNIA,AV. MEXICO,U. H. EL PIRUL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382057,-99.218548,"19.382057,-99.218548"
6449,C. MIGUEL HIDALGO,C. GREGORIO LOPEZ,PUEBLO SANTA FE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.38319,-99.241781,"19.38319,-99.241781"
6450,CAMINO REAL A TOLUCA,PARALELA 7,JOSE MA. PINO SUAREZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.390964,-99.201131,"19.390964,-99.201131"
6451,AV. ANTIGUA VIA LA VENTA,C. MILANESES,U. HAB. LOMAS DE BECERRA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386193,-99.201807,"19.386193,-99.201807"
6452,C. SAN JACINTO,C. FRONTERA,SAN ANGEL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.344722,-99.191608,"19.344722,-99.191608"
6453,AV. INSURGENTES SUR,AV. DE LA PAZ,CHIMALISTAC,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347516,-99.187324,"19.347516,-99.187324"
6454,CTO PLATEROS,RIO MIXCOAC OTE.,LOMAS DE PLATEROS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.367668,-99.205517,"19.367668,-99.205517"
6455,C. GUIJAS,AV. ALTA TENSION,U.H. LOMA DE PLATEROS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.368412,-99.203428,"19.368412,-99.203428"
6456,AV. LOMAS DE PLATEROS,ENRIQUE CABRERA,MERCED GOMEZ,ALVARO OBREGON,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369159,-99.195182,"19.369159,-99.195182"
6457,C. MORELOS,C. IGNACIO LOPEZ RAYON,PUEBLO SANTA LUCIA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.356977,-99.254504,"19.356977,-99.254504"
6458,AV. TAMAULIPAS,C. SANTA ANITA,CORPUS CRISTI,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.363239,-99.247831,"19.363239,-99.247831"
6459,C. REY CUAUHTEMOC,AV. REVOLUCION,SAN ANGEL,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.342265,-99.190562,"19.342265,-99.190562"
6460,AV. TECOLALCO,C. JOAQUIN CAPILLA,TECOLALCO,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37863,-99.237574,"19.37863,-99.237574"
6461,C. REAL DE GUADALUPE,C. ACUEDUCTO DE GUADALUPE,PUEBLO SANTA ROSA XOCHIAC,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.325216,-99.284823,"19.325216,-99.284823"
6462,AV. 5 DE MAYO,TACUBA,MERCED GOMEZ,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365047,-99.198919,"19.365047,-99.198919"
6463,MANZANA 1 GRUPO 1,MANZANA 1 GRUPO 4,U. H. IMSS SANTA FE,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.388994,-99.202992,"19.388994,-99.202992"
6464,ZENZONTLE,FELIPE ANGELES,BELLAVISTA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.395265,-99.192097,"19.395265,-99.192097"
6465,AND. 1,C. GUSTAVO DIAZ ORDAZ,AMPL. JALALPA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.377418,-99.232787,"19.377418,-99.232787"
6466,C. ROSA BENGALA,C. ROSA NAUTICA,AMPLIACION MOLINO DE ROSAS,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37034,-99.200377,"19.37034,-99.200377"
6467,BENVENUTO CELLINI,ALFONSO CANO,ALFONSO XIII,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.376518,-99.194967,"19.376518,-99.194967"
6468,EJE 10 SUR AV. SAN JERONIMO,ENTRE C. FRATERNIDAD Y CDA. CANOA,LA OTRA BANDA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.333335,-99.201715,"19.333335,-99.201715"
6469,AV. ANTIGUA VIA A LA VENTA,AV. ESCUADRÓN 201,U. HAB. LOMAS DE BECERRA,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386415,-99.200127,"19.386415,-99.200127"
6470,C. EMBOCADURA,C. RIVERA,AMPL. LOS ALPES,ALVARO OBREGON,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.355794,-99.209971,"19.355794,-99.209971"
6471,C. 1,C. 24,ALDANA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.46885,-99.149885,"19.46885,-99.149885"
6472,AVENIDA CEYLAN,C. PONIENTE 128,INDUSTRIAL VALLEJO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.492526,-99.16935,"19.492526,-99.16935"
6473,C. PONIENTE 128,C. NORTE 45,BARRIO HAUTLA DE LAS SALINAS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.490365,-99.160248,"19.490365,-99.160248"
6474,CALZ. DE LAS ARMAS,AV. AQUILES SERDAN,UNIDAD PEMEX,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.50809,-99.210796,"19.50809,-99.210796"
6475,C. RIO BLANCO,C. JACARANDAS,AZCAPOTZALCO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.506651,-99.204714,"19.506651,-99.204714"
6476,CALZ. AZCAPOTZALCO LA VILLA,EJE 4 NORTE ANTIGUA CALZ. DE GUADALUPE,BARRIO SAN MARCOS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.489714,-99.178846,"19.489714,-99.178846"
6477,C. PONIENTE 58,C. NORTE 67,OBRERO POPULAR,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.464398,-99.173848,"19.464398,-99.173848"
6478,CALZ. RENACIMIENTO,FAJA DE ORO,PETROLERA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.485778,-99.202623,"19.485778,-99.202623"
6479,C. FERROCARRIL CENTRAL,C. RABAUL,U. H. HOGARES FERROCARRILEROS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.473318,-99.164539,"19.473318,-99.164539"
6480,C. CAMPO BELLO,C. CULTURAS GRIEGAS,U. H . INFONAVIT XOCHINAHUAC,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.507376,-99.194032,"19.507376,-99.194032"
6481,XOCHIMANCAS,TOTONACAS,TEZOZOMOC,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.490288,-99.196543,"19.490288,-99.196543"
6482,CALZ. AZCAPOTZALCO LA VILLA,ENTRE EJE 4 ANTIGUA CALZADA DE GUADALUPE Y C. TREBOL,BARRIO SAN MARCOS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.488526,-99.179399,"19.488526,-99.179399"
6483,C. DURAZNOS,C. PINOS,PASTEROS,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.496926,-99.197399,"19.496926,-99.197399"
6484,C. SEVILLA,C. ANDADOR ARCHIDONA,SAN RAFAEL,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.488172,-99.188493,"19.488172,-99.188493"
6485,C. CINEMATOGRAFIA,C. ALFAREROS,U. HAB. EL ROSARIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.510281,-99.206229,"19.510281,-99.206229"
6486,AVENIDA AQUILES SERDAN,C. ZEMPOALTECAS,U. H. LAS TRANCAS,AZCAPOTZALCO,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.491586,-99.196185,"19.491586,-99.196185"
6487,C. CAMPO ENCANTADO,C. CAMPO ENCANTADO (ENTRE CAMPO VERDE Y EJE 3 NORTE CALZ.,SAN ANTONIO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.480773,-99.199627,"19.480773,-99.199627"
6488,C. JOSE MA. ROA BARCENAS,C. 5 DE FEBRERO,OBRERA,CUAUHTEMOC,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.411534,-99.137291,"19.411534,-99.137291"
6489,AV. CLAVELINAS,C. PIÑA,NUEVA SANTA MARIA,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.465576,-99.170475,"19.465576,-99.170475"
6490,C. REFINERIA MINATITLAN,C. CAMPO ARROYO CLARO,BARRIO SAN ANDRES,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.492004,-99.184807,"19.492004,-99.184807"
6491,1a. CDA. AQUILES ELORDUY,AQUILES ELORDUY,DEL RECREO,AZCAPOTZALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.474207,-99.186601,"19.474207,-99.186601"
6492,SERAFÍN OLARTE,ZEMPOALA,INDEPENDENCIA,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.380515,-99.150488,"19.380515,-99.150488"
6493,CDA. TIGRE,C. SAN FRANCISCO,DEL VALLE SUR,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369697,-99.176377,"19.369697,-99.176377"
6494,VICTOR HUGO,AV. CUMBRES DE MALTRATA,NIÑOS HEROES DE CHAPULTEPEC,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.384682,-99.145592,"19.384682,-99.145592"
6495,PEDRO ROMERO DE TERREROS,ANAXAGORA,NARVARTE PONIENTE,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.394,-99.156971,"19.394,-99.156971"
6496,C. JOSE ANTONIO TORRES,CALZ. SANTA ANITA,VIADUCTO PIEDAD,IZTACALCO,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.399131,-99.134749,"19.399131,-99.134749"
6497,C. SIETE,ENTRE AV. REVOLUCION Y AV. UNO,SAN PEDRO DE LOS PINOS,BENITO JUAREZ,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.392295,-99.185577,"19.392295,-99.185577"
